X
-140.18
-136.26
-138.88
-135.31
-137.84
-133.84
-136.89
-135.96
-135.55
-135.8
-136.17
-136.61
-137.22
-137.27
-138.06
-138.22
-137.35
-137.47
-140.15
-139.51
-140.09
-138.09
-140.64
-138.14
-140.22
-137.44
-141.45
-138.45
-142.02
-138.61
-138.77
-138.67
-139.09
-137.77
-140.3
-137.44
-140.81
-137.68
-140.82
-135.76
-141.01
-137.49
-140.69
-138.5
-140.44
-140.64
-140.69
-140.22
-140.91
-138.89
-142.43
-139.82
-141.52
-140.52
-141.98
-141
-141.02
-137.61
-139.72
-137.82
-139.3
-138.03
-140.11
-137.96
-141.08
-137.91
-138.41
-135.87
-138.93
-137.22
-140.5
-137.38
-139.4
-139.76
-139.76
-140.51
-138.73
-140.54
-138.21
-140.67
-140.78
-139.76
-140.59
-139.58
-138.87
-139.04
-137.86
-139.08
-136.86
-138.01
-134.98
-137.7
-135.68
-138.96
-136.88
-138.71
-136.37
-137.14
-136.96
-136.4
-136.91
-134.85
-135.47
-135.24
-134.03
-135.79
-135.23
-136.15
-136.76
-136.7
-137.88
-136.65
-137.54
-137.13
-138.13
-138.37
-138.45
-139.17
-137.44
-138.55
-138.01
-138.73
-138.23
-138.07
-139.07
-138.99
-139.02
-139.02
-138.64
-137.75
-138.35
-138.79
-137.32
-138.23
-136.18
-138.23
-137
-137.22
-136.83
-137.98
-137.52
-137.34
-137.31
-139.57
-137.15
-139.56
-137.48
-138.24
-137.42
-137.13
-137.09
-136.38
-135.96
-137.06
-135.93
-136.79
-136.25
-138.97
-136
-139.12
-137.16
-137.8
-136.67
-138.62
-138.39
-138.68
-140.77
-139.27
-139.66
-138.94
-139.33
-139.17
-138.87
-139.48
-138.94
-138.82
-137.63
-140.02
-137.36
-139.39
-137.72
-139.92
-137.49
-140.61
-135.38
-139.85
-134.95
-138.33
-135.56
-137.17
-135.42
-139.92
-133.83
-138.6
-132.89
-139.12
-133.16
-139.88
-132.2
-140.73
-133
-141.67
-131.75
-141.41
-132.59
-141.85
-132.02
-141.25
-130.9
-140.39
-132.37
-139.37
-133.03
-138.98
-134.71
-140.26
-134.7
-141.94
-135.17
-141.86
-134
-142.35
-135.32
-142.65
-135.77
-143.81
-136.1
-143.9
-137.89
-144.48
-138.57
-144.06
-138.52
-144.05
-139.7
-141.16
-140.42
-141.07
-140.95
-141.61
-141.35
-141.42
-140.91
-141.55
-138.76
-141.43
-138.08
-140.16
-138.72
-140.25
-138
-140.29
-138.64
-140.28
-139.4
-139.75
-139.8
-140.95
-140.04
-140.54
-139.66
-139.48
-138.98
-140.07
-138.55
-140.95
-139.82
-140.2
-140.38
-139.06
-139.96
-141.36
-140.44
-141.39
-142.34
-140.21
-141.73
-140.13
-140.6
-140.65
-139.99
-140.01
-138.85
-138.46
-138.59
-138.04
-138.13
-137.95
-140.28
-137.12
-142.74
-136.92
-142.28
-137.05
-140.56
-137.76
-139.3
-139.31
-138.84
-138.33
-137.73
-137.85
-137.69
-137.06
-137.79
-136.86
-138.86
-136.23
-138.36
-139.18
-139.67
-138.28
-138.82
-137.88
-137.85
-140.74
-140.01
-141.6
-137.68
-141.98
-136.34
-142.22
-136.57
-141.91
-135.34
-141.68
-135.6
-142.16
-135.48
-140.27
-134.77
-140.42
-134.27
-139.74
-133.5
-139.51
-134.41
-141.32
-133.3
-140.6
-134.58
-140.54
-134.47
-140.61
-135.42
-141.39
-136.46
-141.7
-135.72
-141.57
-136.6
-141.78
-137.73
-140.62
-137.5
-139.42
-136.85
-139.42
-135.86
-138.15
-136.03
-138.81
-136.82
-139.28
-137.24
-138.1
-137.17
-136.69
-137.17
-138.05
-137.78
-138.06
-137.23
-136.51
-137.18
-136.87
-136.13
-137.47
-134.02
-136.28
-133.72
-135.5
-133.99
-134.81
-133.29
-134.82
-134.4
-133.74
-134.44
-134.69
-135.3
-134.95
-135.91
-137.93
-136.76
-137.93
-136.76
-138.51
-135.69
-138.92
-138.47
-139.86
-137.86
-138.28
-137.82
-137.36
-137.56
-136.5
-137.77
-137.56
-137.17
-136.7
-136.45
-137.75
-135.38
-137.99
-135.2
-138.72
-135.53
-139.14
-136.06
-139.01
-135.75
-140.22
-136.69
-140.37
-136.49
-139.39
-134.62
-139.23
-133.22
-138.18
-134.57
-140.74
-136.13
-140.51
-137.06
-140.27
-136.46
-140.65
-138
-138.85
-137.28
-138.41
-138.6
-139.07
-137.21
-139.04
-137.47
-140.81
-138.67
-140.33
-138.73
-138.32
-138.44
-137.21
-139.8
-134.7
-139.43
-136.06
-140.28
-136.47
-138.35
-136.31
-136.95
-135.81
-137.62
-136.05
-136.36
-137.2
-135.61
-137.79
-135.31
-137.79
-135.86
-137.43
-135.5
-138.87
-135.78
-138.4
-136.81
-138.9
-135.53
-140.17
-136.85
-139.8
-136.88
-139.72
-138.69
-139.59
-138.4
-138.99
-140.01
-139.02
-140.87
-140.39
-140.26
-140.54
-141.29
-138.76
-140.36
-137.13
-141.15
-136.53
-140.37
-135.95
-139.33
-135.48
-139.58
-138.46
-139.43
-139.36
-140.04
-138.11
-139.22
-137.9
-137.36
-138.51
-136.85
-140.79
-135.33
-140.63
-135.16
-141.6
-135.45
-142.08
-135.2
-142.46
-134.94
-142.8
-135.81
-142.61
-135.69
-142.88
-135.88
-144.07
-135.05
-143.62
-135.27
-142.41
-135.59
-142.05
-135.43
-142.36
-136.97
-141.8
-134.96
-140.23
-134.95
-138.87
-135.95
-138.9
-135.61
-137.31
-134.41
-136.14
-134.71
-134.69
-135.32
-136.21
-135.17
-136.17
-134.67
-137.52
-133.85
-136.78
-134.29
-136.17
-135.54
-135.16
-134.58
-136.4
-135.24
-135.28
-133.09
-135.24
-133.45
-135.66
-133.52
-134.46
-133.33
-134.74
-135.6
-133.83
-137.43
-135.7
-136.93
-136.83
-135.58
-138.05
-137.64
-137.16
-139.03
-136.31
-139.61
-137.26
-140.11
-138.32
-138.53
-137.33
-139.22
-136.33
-139.74
-137.21
-138.24
-138.39
-137.21
-139.57
-137.23
-139.55
-136.38
-140.21
-137.28
-140.29
-136.03
-140.14
-138.1
-139.54
-138.36
-139.46
-138.61
-138.33
-137.34
-138.79
-139.66
-140.49
-139.66
-139.98
-139.5
-140.92
-139.16
-141.08
-137.81
-140.24
-138.01
-141.64
-137.98
-140.89
-136.84
-140.12
-136.33
-139.95
-136.68
-140.44
-135.67
-142.38
-136.07
-142.28
-136.73
-143.3
-136.88
-141.55
-136.52
-141.71
-138.43
-140.92
-139.49
-139.9
-138.67
-139.27
-138.56
-139.9
-137
-140.53
-137.72
-140.63
-138.79
-139.66
-138.21
-141.1
-138.46
-138.8
-137.12
-137.95
-138.75
-135.29
-138.23
-134.57
-138.79
-134.6
-139.11
-137.16
-138.28
-135.95
-137.73
-136.74
-135.41
-138.83
-135.53
-138.83
-136.46
-139.1
-136.73
-139.24
-137.53
-140.76
-137.07
-141.4
-136.71
-140.35
-137.42
-140.67
-138.06
-140.51
-137.91
-140.63
-135.69
-139.88
-136.15
-139.16
-136.54
-139.1
-134.59
-140.99
-136.12
-140.93
-136.09
-139.08
-135.59
-139.52
-136.93
-138.73
-135.54
-139.61
-135.59
-139.74
-135.35
-140.31
-136.17
-139.7
-134.77
-140.24
-133.92
-140.32
-134.05
-140.67
-135.84
-139.4
-135.22
-139.13
-136
-138.84
-136.07
-138.04
-135.98
-138.84
-136.37
-138.9
-136.97
-138.3
-138.41
-139.24
-138.8
-140.34
-138.66
-143.25
-137.12
-142.28
-138.43
-140.06
-137.58
-138.99
-136.85
-139.88
-137.06
-139.64
-138.18
-139.74
-139.46
-139.04
-138.35
-139.46
-139.01
-138.09
-138.92
-138.23
-137.2
-139.29
-136.26
-139.44
-138.05
-139.51
-137.43
-139.83
-136.58
-140.75
-139.29
-139.49
-138.4
-140.41
-135.84
-140.12
-136.35
-138.47
-135.64
-139.7
-135.93
-140.59
-136.69
-140.31
-137.36
-141.11
-138.04
-140.74
-138.46
-139.62
-139.83
-139.58
-138.63
-139.2
-138.5
-137.83
-138.47
-137
-138.23
-138.87
-139.11
-138.96
-139.03
-138.67
-137.97
-138.56
-136.63
-136.8
-137.6
-137.2
-137.55
-136.61
-138.37
-135.95
-137.88
-135.95
-137.54
-135.4
-137.26
-136.34
-138.49
-136.56
-138.95
-137.14
-139.3
-136.91
-138.38
-137.47
-138.86
-136.43
-138.31
-136.89
-136.74
-137.81
-136.15
-140.39
-135.66
-141.65
-136.13
-141.85
-135.73
-142.08
-134.9
-141.68
-135.34
-142.15
-136.12
-140.4
-136.7
-140.2
-138.44
-139.64
-138.21
-139.07
-137.54
-139.11
-136.53
-142.09
-134.75
-142.32
-133.98
-142.8
-134.94
-143.45
-135.3
-143.91
-135.78
-143.64
-136.97
-143.54
-135.06
-143.58
-134.9
-143.54
-135.16
-143.98
-133.92
-144.32
-132.68
-142.88
-131.86
-143.01
-132.02
-141.88
-131.82
-140.38
-133.69
-141.36
-133.55
-141.18
-134.13
-141.01
-134.33
-142.32
-135
-141.38
-135.04
-141.7
-134.33
-141.21
-134.01
-141.2
-135.83
-138.74
-135.53
-139.19
-134.94
-139.63
-133.79
-139.8
-134.96
-141.21
-134.94
-141.11
-135.12
-140.3
-134.64
-138.91
-134.21
-138.86
-131.65
-139.27
-132.95
-139.52
-132.71
-138.95
-132.79
-138.68
-132.9
-138.57
-132.46
-138.22
-132.29
-138.5
-133.02
-139.24
-134.41
-139.11
-136.86
-139.68
-137.66
-141.25
-137.12
-142.75
-136.22
-141.53
-136.81
-142.76
-136.55
-142.27
-136.48
-142.62
-136.25
-142.65
-136.42
-143.01
-134.75
-143.95
-134.59
-143.88
-134.2
-144.81
-132.66
-145.99
-133.06
-144.16
-134.11
-143.63
-136.12
-145.02
-136.04
-142.83
-136.43
-142.5
-134.54
-142.29
-132.55
-142.83
-131.99
-143.61
-132.87
-142.65
-134.94
-143.36
-134.55
-143.12
-136.31
-140.87
-137.26
-139.28
-135.85
-139.01
-136.14
-139.42
-135.64
-138.11
-135.63
-137.09
-135.26
-138.17
-135.34
-137.72
-134.82
-138.81
-136.38
-139.36
-136.89
-139.57
-137.39
-138.95
-136.95
-139.15
-135.42
-139.43
-135.2
-140.39
-135.5
-140.74
-134.47
-140.19
-135.85
-139.37
-135.92
